,ID,Dept,Number
,6,MATH,312
,6,MATH,322
,6,MATH,340
,6,MATH,342
,6,MATH,308
,6,MATH,320
,6,ARTH,337
,6,CPSC,302
,6,CPSC,310
,6,CPSC,312
,6,CPSC,313
,6,CPSC,320
,6,CPSC,304
,6,CPSC,314
,6,CPSC,420
,6,CPSC,344
,6,CPSC,410
,6,CPSC,424
,6,CPSC,425
,13,CPSC,349
,13,CPSC,302
,13,CPSC,310
,13,CPSC,312
,13,CPSC,313
,13,CPSC,320
,13,CPSC,317
,13,MATH,300
,13,MATH,317
,13,STAT,302
,13,CPSC,449
,13,CPSC,311
,13,CPSC,418
,13,CPSC,421
,13,FNH,330
,13,CPSC,411
,13,CPSC,420
,13,PHIL,489
,65,ARTH,348
,65,MATH,322
,65,ARTH,341
,65,ARTH,344
,65,MATH,300
,65,MATH,317
,65,ARTH,358
,65,ARTH,376
,65,CPSC,310
,65,ARTH,300
,65,CPSC,313
,65,CPSC,317
,65,CPSC,320
,65,ARTH,340
,65,CPSC,322
,65,ARTH,448
,65,CPSC,314
,65,CPSC,418
,65,CPSC,448
,65,ARTH,440
,65,ARTH,459
,65,CPSC,425
,68,CLST,319
,68,CPSC,310
,68,CPSC,320
,68,MATH,307
,68,COMM,335
,68,CPSC,313
,68,CPSC,317
,68,CPSC,319
,68,CPSC,410
,68,CPSC,416
,68,CPSC,314
,68,CPSC,415
,68,CPSC,417
,68,CNPS,362
,68,CNPS,363
,68,CPSC,322
,74,CHIN,481
,74,MATH,340
,74,CHIN,483
,74,CPSC,310
,74,CPSC,322
,74,CHIN,431
,74,CPSC,344
,74,STAT,302
,74,CHIN,433
,74,CPSC,304
,74,CPSC,313
,74,CPSC,425
,74,CPSC,313
,74,CPSC,320
,74,CPSC,430
,74,GERM,433
,74,CPSC,404
,74,FNH,330
,78,EECE,315
,78,EECE,320
,78,EECE,450
,78,APSC,450
,78,EECE,309
,78,EECE,310
,78,EECE,353
,78,EECE,381
,78,CPSC,304
,78,EECE,409
,78,CPSC,404
,78,EECE,412
,78,CPSC,322
,78,EECE,416
,82,CPSC,304
,82,CPSC,322
,82,EOSC,372
,82,CPSC,312
,82,CPSC,320
,82,CPSC,340
,82,CPSC,310
,82,CPSC,313
,82,CPSC,317
,82,CPSC,311
,82,CPSC,410
,82,CPSC,415
,112,MATH,307
,112,MATH,342
,112,STAT,302
,112,CPSC,310
,112,CPSC,448
,112,CPSC,304
,112,CPSC,320
,112,CPSC,448
,114,EECE,369
,114,EECE,381
,114,SCAN,335
,114,CPSC,303
,114,EECE,309
,114,EECE,315
,114,EECE,320
,114,EECE,450
,114,EECE,409
,114,EECE,353
,114,EECE,358
,114,EECE,412
,114,EECE,453
,114,APSC,450
,114,EECE,411
,114,EECE,416
,114,EECE,476
,116,ASTR,310
,116,GERM,403
,116,PHIL,486
,116,ENGL,357
,116,ENGL,362
,116,PHIL,375
,116,CRWR,409
,116,PHIL,310
,116,PHIL,314
,116,PHIL,330
,116,PHIL,340
,116,ARTH,341
,116,CRWR,409
,116,PHIL,378
,116,PHIL,416
,116,PHIL,491
,116,CRWR,409
,116,ENGL,301
,116,CPSC,304
,116,CPSC,310
,116,CPSC,313
,116,CPSC,404
,116,CPSC,430
,116,PSYC,308
,116,CPSC,317
,116,CPSC,319
,116,CPSC,320
,116,CPSC,322
,116,PSYC,309
,131,ADHE,329
,131,CNPS,427
,131,CNPS,365
,131,CNPS,433
,131,ECON,355
,131,GERM,303
,131,ASIA,326
,131,HIST,483
,131,FIST,332
,131,CPSC,310
,143,MATH,317
,143,PHIL,435
,143,PHYS,301
,143,PHYS,309
,143,PHYS,312
,143,CPSC,303
,143,CPSC,313
,143,PHYS,304
,143,CPSC,310
,143,CPSC,320
,200,ANAT,391
,200,BIOC,300
,200,BIOL,363
,200,BIOL,303
,200,BIOL,334
,200,BIOL,361
,200,CLST,301
,200,BIOL,302
,200,BIOL,335
,200,BIOL,336
,200,BIOL,364
,200,BIOL,448
,200,ANAT,390
,200,BIOL,463
,200,MICB,302
,200,BIOL,435
,200,COMM,329
,200,COMM,391
,200,ENGL,301
,200,CPSC,304
,200,COMM,398
,200,CPSC,310
,200,CPSC,313
,200,CPSC,320
,200,CPSC,312
,200,CPSC,317
,200,CPSC,404
,200,CPSC,410
,200,CPSC,421
,206,MATH,302
,206,CPSC,304
,206,CPSC,310
,206,CPSC,320
,206,CPSC,313
,206,ECON,345
,206,COMM,398
,206,COMM,457
,206,CPSC,344
,206,CPSC,410
,206,COMM,329
,206,COMM,465
,206,COMM,473
,206,CPSC,322
,206,CPSC,404
,206,COMM,493
,206,CPSC,448
,211,EECE,310
,211,EECE,320
,211,EECE,369
,211,CPSC,304
,211,EECE,353
,211,EECE,375
,211,EECE,450
,211,EECE,456
,211,EECE,315
,211,EECE,412
,211,EECE,415
,211,EECE,419
,211,EECE,476
,211,EECE,494
,211,APSC,450
,211,EECE,417
,211,EECE,443
,211,EECE,496
,216,MATH,307
,216,PHIL,435
,216,EECE,320
,216,MATH,305
,216,PHYS,301
,216,EECE,355
,216,EECE,376
,216,ENPH,352
,216,MATH,318
,216,PHYS,350
,216,EECE,356
,216,EECE,359
,216,EECE,450
,216,MATH,400
,216,MATH,405
,216,PHYS,304
,216,EECE,360
,216,ENPH,459
,216,MATH,345
,216,PHYS,401
,216,PHYS,402
,216,PHYS,473
,216,APSC,450
,216,CPSC,322
,216,EECE,373
,216,EECE,453
,216,ENPH,479
,216,EECE,403
,216,EECE,479
,216,MTRL,478
,216,PHYS,403
,216,PHYS,408
,216,PHYS,474
,237,ANAT,390
,237,BIOL,300
,237,BIOL,361
,237,SCIE,300
,237,BIOL,325
,237,BIOL,336
,237,CPSC,310
,237,CPSC,313
,237,CPSC,304
,237,CPSC,317
,237,CPSC,320
,237,BIOL,437
,237,CPSC,404
,237,CPSC,415
,237,BIOL,352
,237,BIOL,364
,237,CPSC,416
,241,ECON,310
,241,MATH,300
,241,STAT,306
,241,CHIN,433
,241,CHIN,483
,241,ECON,311
,241,MATH,317
,241,ECON,325
,241,ECON,345
,241,CPSC,310
,241,ECON,355
,241,ECON,356
,241,ECON,345
,241,MATH,312
,241,ECON,370
,241,ECON,371
,241,CPSC,303
,241,CPSC,311
,241,CPSC,304
,241,CPSC,313
,241,CPSC,314
,241,CPSC,320
,241,CPSC,402
,241,CPSC,304
,241,CPSC,320
,241,CPSC,404
,241,CPSC,410
,296,GEOG,350
,296,CPSC,303
,296,EOSC,329
,296,EOSC,350
,296,EOSC,372
,296,EOSC,340
,296,EOSC,373
,296,GEOG,310
,296,CLST,330
,296,EOSC,326
,296,GEOG,312
,296,PHYS,318
,296,ASIA,355
,296,PHYS,330
,296,FNH,330
,296,PHYS,319
,296,PHYS,333
,296,ASTR,333
,301,COMM,391
,301,COMM,392
,301,COMM,335
,301,COMM,393
,301,COMM,399
,301,COMM,438
,301,CPSC,304
,301,COMM,390
,301,COMM,394
,301,COMM,436
,301,CPSC,310
,301,CPSC,320
,301,CPSC,313
,301,COMM,371
,301,CPSC,344
,301,CPSC,404
,301,CPSC,430
,301,COMM,306
,301,COMM,431
,301,COMM,439
,301,COMM,491
,314,EECE,315
,314,EECE,309
,314,EECE,320
,314,EECE,450
,314,CPSC,304
,314,EECE,310
,314,EECE,353
,314,EECE,381
,314,MATH,340
,314,CPSC,304
,314,EECE,419
,314,EECE,358
,314,EECE,412
,314,EECE,416
,314,APSC,450
,314,EECE,417
,314,EECE,418
,314,EECE,443
,314,EECE,450
,314,CPSC,404
,324,BIOC,301
,324,BIOC,303
,324,BIOL,334
,324,CHEM,304
,324,CHEM,313
,324,MICB,302
,324,BIOL,335
,324,CHEM,305
,324,CHEM,333
,324,BIOC,404
,324,BIOC,449
,324,BIOC,402
,324,BIOC,410
,324,BIOC,420
,324,BIOC,403
,324,BIOC,435
,324,ENGL,301
,324,MATH,302
,324,STAT,305
,324,CPSC,310
,324,BIOL,336
,324,CPSC,304
,324,CPSC,313
,324,CPSC,320
,324,STAT,306
,324,CPSC,303
,324,CPSC,322
,324,CPSC,340
,324,CPSC,404
,324,CPSC,420
,324,CPSC,422
,338,EECE,309
,338,EECE,320
,338,EECE,353
,338,APSC,450
,338,EECE,315
,338,EECE,369
,338,EECE,381
,338,EECE,409
,338,EECE,358
,338,CPSC,304
,338,EECE,418
,338,EECE,476
,338,EECE,450
,338,COMM,465
,340,FREN,400
,340,ENGL,321
,340,FREN,400
,340,ENGL,329
,340,ENGL,329
,340,ENGL,321
,340,ENGL,329
,340,PHIL,400
,340,PHIL,401
,340,ENGL,329
,340,PHIL,400
,340,PHIL,401
,340,ENGL,380
,340,HIST,302
,340,HIST,335
,340,MATH,308
,340,MATH,312
,340,ENGL,321
,340,ENGL,329
,340,PHIL,400
,340,PHIL,401
,340,CPSC,312
,340,CPSC,313
,340,CPSC,314
,340,CPSC,317
,340,CPSC,320
,340,CPSC,314
,340,CPSC,448
,340,MATH,302
,340,CPSC,417
,340,CPSC,425
,340,MATH,307
,340,MATH,302
,340,CPSC,310
,340,CPSC,314
,340,CPSC,424
,350,CPSC,303
,357,CPSC,320
,357,CPSC,313
,370,CHIN,381
,370,EECE,320
,370,EECE,353
,370,EECE,369
,370,EECE,450
,370,GEOG,310
,370,APSC,450
,370,EECE,309
,370,EECE,315
,370,EECE,375
,370,EECE,409
,370,COMM,457
,370,EECE,455
,370,EECE,476
,370,EECE,479
,370,COMM,458
,370,CPSC,304
,370,CPSC,322
,384,BIOC,302
,384,CAPS,301
,384,CAPS,390
,384,CHEM,301
,384,KIN,343
,384,CAPS,391
,384,CPSC,301
,384,PSYC,314
,384,BIOL,327
,384,EOSC,372
,384,KIN,367
,384,CNPS,433
,384,EPSE,320
,384,KIN,473
,384,CLST,301
,384,EOSC,326
,384,APBI,428
,387,ASTR,300
,387,MATH,317
,387,PHYS,312
,387,CPSC,302
,387,PHYS,306
,387,CPSC,310
,387,CPSC,312
,387,PHYS,301
,387,PHYS,304
,387,CPSC,303
,387,PHYS,403
,421,MATH,307
,421,EECE,320
,421,MATH,305
,421,PHYS,301
,421,EECE,355
,421,EECE,376
,421,ENPH,352
,421,MATH,318
,421,PHYS,350
,421,EECE,450
,421,MATH,400
,421,PHYS,304
,421,CPSC,420
,421,ENPH,459
,421,PHYS,403
,421,PHYS,473
,422,CLST,305
,422,ARTH,365
,422,CPSC,304
,422,CPSC,313
,422,CPSC,317
,422,BIOC,301
,422,BIOC,303
,422,BIOL,334
,422,CHEM,304
,422,CHEM,313
,422,CHEM,315
,422,BIOL,335
,422,CHEM,305
,422,CHEM,333
,422,CHEM,335
,422,BIOC,404
,422,BIOC,449
,422,BIOC,402
,422,BIOC,410
,422,BIOC,420
,433,CLST,301
,433,BIOC,302
,433,BIOC,301
,433,PCTH,300
,433,PCTH,302
,433,PHYL,301
,433,MICB,308
,433,PSYC,300
,433,PCTH,400
,433,PCTH,404
,433,PCTH,448
,433,CAPS,390
,433,ECON,310
,433,CPSC,301
,433,ECON,311
,440,CPSC,311
,440,CPSC,312
,440,MATH,307
,440,STAT,302
,440,STAT,306
,440,MATH,307
,440,EOSC,340
,440,EOSC,354
,440,EOSC,372
,440,CPSC,314
,440,CPSC,430
,440,EOSC,373
,440,CPSC,322
,440,FNH,330
,440,EOSC,326
,440,ECON,310
,440,EOSC,326
,440,EOSC,478
,440,FRST,303
,440,FNH,355
,440,MATH,340
,440,PHIL,338
,440,PSYC,300
,440,FNH,355
,440,MATH,312
,440,CPSC,303
,440,EOSC,355
,440,POLI,351
,445,BIOL,300
,445,BIOL,363
,445,BIOC,302
,445,BIOL,306
,445,BIOL,361
,445,BIOL,335
,445,BIOL,336
,445,BIOL,337
,445,PSYC,306
,445,BIOL,413
,445,BIOL,438
,445,BIOL,458
,445,CPSC,310
,461,GEOG,371
,461,EOSC,372
,461,FMST,316
,461,GEOB,372
,461,CPSC,302
,461,EOSC,373
,461,MATH,307
,461,GEOG,352
,461,GEOB,370
,461,GEOG,353
,461,MATH,340
,461,CPSC,303
,461,GEOB,373
,461,GEOB,479
,461,MATH,340
,461,GEOG,310
,461,GEOB,300
,461,GEOG,321
,461,STAT,302
,461,EOSC,340
,461,GEOG,312
,461,GEOG,374
,470,CPSC,310
,470,CPSC,311
,470,CPSC,320
,470,ECON,325
,470,CPSC,304
,470,CPSC,313
,470,MATH,340
,470,COMM,335
,470,CPSC,312
,470,CPSC,404
,470,CPSC,410
,470,CPSC,322
,470,CPSC,340
,470,CPSC,411
,470,MATH,317
,470,MATH,307
,470,ENGL,330
,508,ARTH,338
,508,ARTH,372
,508,VISA,310
,508,PORT,392
,508,VISA,380
,508,CPSC,310
,508,CPSC,322
,508,CPSC,320
,531,ENGL,301
,531,MATH,302
,531,MATH,307
,531,CPSC,310
,552,PSYC,309
,552,SCIE,300
,552,CPSC,310
,555,PSYC,360
,555,CPSC,312
,555,PSYC,367
,555,COGS,300
,555,COGS,303
,555,PHIL,451
,555,PSYC,365
,555,PHIL,433
,555,COGS,401
,555,CPSC,430
,555,PSYC,462
,555,PHIL,441
,555,PSYC,368
,555,PSYC,460
,555,PSYC,465
,555,COGS,402
,567,CAPS,390
,567,MICB,301
,567,MICB,302
,567,MICB,306
,567,MICB,322
,567,BIOC,302
,567,CPSC,301
,567,MICB,323
,567,MICB,325
,567,CAPS,301
,582,STAT,302
,582,MATH,307
,582,STAT,305
,582,STAT,306
,582,CPSC,304
,582,CPSC,313
,582,CPSC,320
,582,CPSC,402
,582,CPSC,490
,582,CPSC,448
,582,CPSC,540
,582,STAT,447
,582,CPSC,310
,582,CPSC,448
,583,ANAT,390
,583,HEBR,305
,583,BIOL,327
,583,BIOL,413
,583,EOSC,474
,583,ISCI,330
,583,BIOL,300
,583,BIOL,301
,583,CHEM,301
,583,CNPS,364
,583,ISCI,422
,583,BIOL,411
,583,BIOL,462
,583,CHEM,302
,583,CPSC,301
,583,ISCI,360
,583,EPSE,406
,583,ISCI,300
,583,GERM,433
,583,ISCI,448
,585,MATH,317
,585,EECE,310
,585,EECE,315
,585,EECE,320
,585,EECE,353
,585,CPSC,304
,585,EECE,375
,585,CPSC,311
,585,CPSC,312
,585,CPSC,322
,585,EECE,419
,585,EECE,476
,585,APSC,450
,585,EECE,369
,585,EECE,415
,585,EECE,450
,585,EECE,494
,585,EECE,456
,585,EECE,496
,586,CPSC,310
,586,MICB,302
,586,CPSC,304
,586,CPSC,320
,587,CPSC,304
,587,CPSC,313
,587,CPSC,317
,609,CPSC,304
,609,COMM,329
,609,COMM,457
,609,CPSC,310
,609,CPSC,314
,609,CPSC,317
,609,COMM,458
,609,COMM,465
,609,CPSC,313
,609,CPSC,320
,638,EECE,310
,638,EECE,315
,638,EECE,320
,638,EECE,375
,638,CPSC,304
,638,CPSC,311
,638,CPSC,314
,638,CPSC,322
,638,EECE,369
,638,MATH,340
,638,CPSC,311
,638,CPSC,322
,638,CPSC,317
,638,EECE,369
,674,CPSC,310
,674,ASIA,360
,674,CPSC,344
,674,ARTH,459
,674,ASIA,352
,674,CPSC,310
,677,CPSC,304
,677,EECE,315
,677,EECE,353
,677,EECE,381
,684,CLST,301
,684,ANAT,390
,684,PHYL,301
,684,BIOL,300
,684,BIOL,342
,684,CHEM,315
,684,CPSC,301
,684,EOSC,340
,684,SCIE,300
,684,EOSC,326
,684,CAPS,391
,684,CHEM,301
,684,ECON,310
,684,EOSC,372
,684,KIN,343
,684,BIOC,302
,684,CHEM,302
,684,CHEM,341
,727,MATH,307
,727,MATH,317
,727,EECE,320
,727,MATH,305
,727,PHYS,301
,727,PHYS,352
,727,EECE,355
,727,EECE,363
,727,MATH,318
,727,PHYS,350
,727,EECE,359
,727,EECE,450
,727,CPSC,430
,727,APSC,450
,727,EECE,360
,727,EECE,401
,727,MATH,400
,727,PHYS,410
,727,EECE,376
,727,ENPH,459
,727,MATH,318
,727,PHYS,304
,727,PHYS,401
,727,EECE,352
,727,EECE,356
,727,EECE,453
,727,EECE,483
,727,ENPH,479
,727,MATH,406
,727,EECE,376
,727,EECE,487
,727,GEOG,350
,727,PHYS,403
,727,PHYS,408
,736,CPSC,304
,736,CPSC,313
,736,COGS,300
,736,CPSC,310
,736,CPSC,312
,736,CPSC,322
,736,CPSC,317
,736,CPSC,320
,736,CPSC,404
,736,CPSC,314
,736,CPSC,340
,736,CPSC,344
,736,CHIN,323
,736,CPSC,422
,736,CPSC,425
,736,PSYC,305
,737,CPSC,312
,737,CPSC,310
,777,BIOC,300
,777,PHYL,301
,777,ANAT,390
,777,CHEM,315
,777,EOSC,326
,777,EOSC,340
,777,EOSC,372
,777,CPSC,301
,777,EOSC,373
,777,SCIE,300
,777,BIOL,342
,777,CHEM,301
,777,FNH,355
,777,CHEM,302
,777,CHEM,341
,777,PSYC,306
,778,CPSC,304
,778,CPSC,313
,778,CPSC,314
,778,CPSC,317
,778,CPSC,320
,779,MATH,302
,779,PSYC,302
,779,PSYC,308
,779,BIOL,303
,779,BIOL,302
,779,CPSC,304
,779,CPSC,320
,779,CPSC,322
,779,CPSC,320
,779,BIOL,303
,779,BIOL,448
,779,CPSC,421
,779,FMST,316
,779,MATH,302
,779,CPSC,430
,779,FMST,314
,779,PSYC,314
,779,ANAT,390
,779,PSYC,307
,779,CPSC,312
,779,MATH,317
,779,PSYC,319
,779,MATH,317
,779,STAT,344
,779,BIOL,300
,779,BIOL,310
,779,ANAT,391
,779,ANAT,391
,816,COMM,391
,816,COMM,392
,816,CPSC,304
,816,CPSC,313
,816,CPSC,303
,816,CPSC,314
,816,CPSC,320
,817,ECON,345
,817,ECON,355
,817,CPSC,310
,817,CPSC,313
,817,ECON,325
,817,ECON,326
,817,CPSC,304
,817,CPSC,317
,817,CPSC,320
,817,CPSC,340
,817,ECON,302
,817,CPSC,322
,817,CPSC,416
,817,ECON,356
,817,ECON,370
,817,COMM,457
,817,CPSC,404
,817,CPSC,415
,817,ECON,387
,817,MATH,316
,818,MATH,317
,818,GERM,433
,818,MATH,340
,818,CPSC,310
,818,CPSC,320
,818,CPSC,304
,818,CPSC,313
,818,MATH,308
,847,CAPS,390
,847,CAPS,301
,847,BIOC,302
,847,EOSC,372
,847,CAPS,391
,847,CPSC,301
,847,EOSC,326
,847,CLST,301
,914,ADHE,330
,914,CAPS,390
,914,FNH,355
,914,ADHE,412
,914,ASIA,355
,914,BIOL,301
,914,GERM,433
,914,CAPS,391
,914,CPSC,301
,914,IHHS,400
,914,EOSC,326
,937,CPSC,312
,937,CPSC,322
,937,MATH,302
,937,CPSC,313
,937,CPSC,320
,937,CPSC,422
,937,CPSC,317
,937,CPSC,448
,937,CPSC,304
,937,CPSC,417
,937,ENGL,320
,937,ENGL,320
,937,CPSC,448
,937,CPSC,311
,937,CPSC,310
,937,CPSC,538
,942,PSYC,360
,942,PSYC,366
,942,PSYC,300
,942,PSYC,314
,942,ECON,311
,942,PSYC,305
,942,PSYC,361
,942,PSYC,440
,942,ECON,310
,942,EOSC,326
,942,PSYC,363
,942,PSYC,367
,942,CPSC,301
,942,PSYC,368
,946,CPSC,320
,946,CPSC,322
,946,STAT,302
,946,CPSC,312
,946,MATH,307
,946,STAT,306
,946,STAT,335
,946,CPSC,304
,946,CPSC,422
,946,PSYC,308
,946,CPSC,313
,946,CPSC,404
,946,PSYC,331
,946,CPSC,310
,946,CPSC,430
,946,GEOG,328
,946,COMM,335
,946,PSYC,304
,977,COGS,300
,977,COGS,303
,977,PHIL,433
,977,PSYC,365
,977,COGS,401
,977,PHIL,375
,977,PHIL,451
,977,CPSC,344
,977,MDVL,301
,977,PHIL,441
,977,PSYC,336
,977,COGS,402
,977,CPSC,430
,977,PHIL,460
,977,PSYC,333
,977,PSYC,314
,1027,EECE,315
,1027,EECE,320
,1027,EECE,310
,1027,EECE,353
,1027,EECE,369
,1027,EECE,375
,1027,CPSC,415
,1027,CPSC,418
,1027,EECE,419
,1027,EECE,456
,1027,EECE,476
,1027,EECE,494
,1027,APSC,450
,1027,EECE,450
,1027,EECE,465
,1027,EECE,478
,1027,EECE,496
,1030,BIOL,336
,1030,BIOL,335
,1030,BIOL,448
,1030,ENGL,301
,1030,CPSC,304
,1030,BIOL,448
,1030,CPSC,310
,1030,CPSC,313
,1030,CPSC,320
,1030,CPSC,404
,1030,GRSJ,300
,1032,EOSC,340
,1032,BIOC,302
,1032,CHEM,301
,1032,EOSC,326
,1032,EOSC,329
,1032,PSYC,302
,1032,PSYC,367
,1032,CHEM,341
,1032,CPSC,301
,1032,PSYC,314
,1032,SCIE,300
,1043,MATH,316
,1043,MATH,317
,1043,PHYS,304
,1043,CPSC,303
,1043,CPSC,320
,1043,MATH,345
,1043,CPSC,349
,1043,CPSC,313
,1043,CPSC,448
,1043,MATH,300
,1043,PHYS,319
,1043,PHYS,402
,1043,MATH,307
,1043,CPSC,302
,1043,CPSC,310
,1043,CPSC,320
,1043,PHYS,301
,1043,CPSC,319
,1043,CPSC,420
,1043,CPSC,490
,1043,CPSC,317
,1043,CPSC,415
,1043,CPSC,418
,1043,PHYS,410
,1043,CPSC,304
,1043,CPSC,406
,1043,MATH,318
,1054,BIOC,302
,1054,CLST,301
,1054,MICB,301
,1054,MICB,302
,1054,MICB,322
,1054,FMST,312
,1054,MICB,308
,1054,MICB,323
,1054,MICB,325
,1054,PHIL,320
,1054,MICB,449
,1054,MICB,401
,1054,MICB,405
,1054,MICB,408
,1054,MICB,430
,1054,CPSC,301
,1054,MICB,404
,1054,MICB,421
,1054,MICB,425
,1095,EECE,310
,1095,EECE,320
,1095,EECE,353
,1095,CPSC,304
,1095,EECE,315
,1095,EECE,375
,1095,EECE,415
,1095,EECE,359
,1095,EECE,450
,1095,EECE,419
,1095,EECE,358
,1095,EECE,412
,1095,EECE,416
,1095,APSC,450
,1095,EECE,411
,1095,EECE,443
,1100,EECE,310
,1100,EECE,320
,1100,EECE,353
,1100,GEOG,310
,1100,CPSC,311
,1100,CPSC,314
,1100,EECE,315
,1100,EECE,375
,1100,EECE,409
,1100,APSC,450
,1100,EECE,450
,1100,EECE,476
,1100,EECE,417
,1100,EECE,418
,1109,CPSC,304
,1109,CPSC,320
,1119,BIOC,300
,1119,CAPS,301
,1119,BIOL,361
,1119,CPSC,311
,1119,BIOL,335
,1119,BIOL,362
,1119,CLST,301
,1119,CPSC,310
,1119,CAPS,391
,1119,BIOL,336
,1119,BIOL,455
,1119,CPSC,313
,1119,CPSC,320
,1119,CPSC,322
,1119,CPSC,430
,1119,KIN,343
,1119,BIOL,341
,1119,BIOL,363
,1119,BIOL,458
,1119,CHEM,302
,1150,BIOC,300
,1150,CHEM,304
,1150,CHEM,309
,1150,CHEM,312
,1150,CHEM,310
,1150,CHEM,311
,1150,PHIL,433
,1150,CHEM,425
,1150,CHEM,301
,1150,CHEM,330
,1150,PHIL,349
,1150,ANAT,391
,1150,CHEM,333
,1150,CHEM,418
,1150,CHEM,449
,1150,CHEM,406
,1150,CHEM,411
,1150,CHEM,413
,1150,CHEM,302
,1150,CLST,301
,1150,CPSC,310
,1150,CPSC,304
,1150,CPSC,311
,1150,CPSC,312
,1150,CPSC,313
,1150,CPSC,410
,1150,CPSC,320
,1150,CPSC,322
,1150,STAT,302
,1150,CPSC,404
,1161,EECE,309
,1161,EECE,315
,1161,EECE,320
,1161,EECE,353
,1161,APSC,450
,1161,CPSC,304
,1161,EECE,310
,1161,EECE,381
,1161,EECE,450
,1161,EECE,419
,1161,CPSC,314
,1161,EECE,412
,1161,EECE,416
,1161,CPSC,404
,1161,EECE,443
,1164,CPSC,310
,1164,CPSC,320
,1164,CPSC,349
,1164,CPSC,303
,1164,CPSC,304
,1164,CPSC,311
,1164,MATH,302
,1164,MATH,340
,1164,CPSC,313
,1164,CPSC,317
,1164,CPSC,411
,1164,MATH,342
,1164,PHIL,435
,1164,CPSC,449
,1164,CPSC,322
,1164,CPSC,404
,1164,CPSC,410
,1164,CPSC,416
,1164,CPSC,448
,1164,CPSC,314
,1164,CPSC,340
,1164,CPSC,415
,1164,CPSC,417
,1210,MATH,340
,1210,CPSC,310
,1221,CLST,313
,1221,COGS,300
,1221,COGS,303
,1221,COGS,401
,1221,PHIL,441
,1221,PHIL,451
,1221,PSYC,304
,1221,CPSC,304
,1221,CPSC,311
,1221,CPSC,312
,1221,CPSC,320
,1221,CPSC,322
,1221,COGS,402
,1221,CPSC,422
,1221,PSYC,365
,1233,EOSC,340
,1233,MATH,361
,1233,SCIE,300
,1233,CPSC,301
,1233,MATH,317
,1233,EOSC,355
,1233,EOSC,372
,1233,PHIL,334
,1233,EOSC,373
,1233,EOSC,470
,1233,EOSC,474
,1233,EOSC,478
,1233,CRWR,301
,1233,ENVR,490
,1233,EOSC,448
,1233,EOSC,473
,1265,EECE,310
,1265,EECE,315
,1265,EECE,353
,1265,PHIL,435
,1265,APSC,450
,1265,CPSC,415
,1265,EECE,309
,1265,EECE,320
,1265,EECE,381
,1265,EECE,419
,1265,EECE,443
,1265,EECE,450
,1265,CPSC,304
,1265,EECE,411
,1265,EECE,416
,1265,EECE,418
,1337,EECE,320
,1337,EECE,353
,1337,EECE,315
,1337,EECE,369
,1337,EECE,450
,1337,MATH,340
,1337,EECE,309
,1337,EECE,476
,1337,EECE,494
,1337,EECE,310
,1337,EECE,381
,1337,EECE,404
,1337,EECE,465
,1337,EECE,409
,1337,APSC,450
,1337,EECE,476
,1337,EECE,417
,1337,EECE,450
,1337,CPSC,314
,1341,CHIN,431
,1341,CPSC,310
,1341,CPSC,313
,1341,CPSC,304
,1341,CPSC,312
,1341,CPSC,313
,1341,EDCP,305
,1341,CHIN,433
,1341,CPSC,314
,1341,CPSC,322
,1341,FNH,330
,1341,CPSC,313
,1341,CPSC,404
,1341,GEOG,391
,1341,CPSC,320
,1341,CPSC,422
,1341,PHIL,320
,1365,BIOL,306
,1365,EOSC,340
,1365,EOSC,372
,1365,EOSC,474
,1365,BIOL,416
,1365,CPSC,301
,1365,ENVR,300
,1389,CPSC,304
,1389,CPSC,310
,1389,STAT,302
,1389,CPSC,314
,1389,CPSC,317
,1389,CPSC,320
,1419,GERM,433
,1419,CLST,301
,1419,ANAT,390
,1419,BIOL,300
,1419,PHYL,301
,1419,CHEM,301
,1419,ECON,310
,1419,EOSC,326
,1419,PATH,375
,1419,CHEM,302
,1419,CHEM,315
,1419,CPSC,301
,1419,EOSC,340
,1419,FMST,314
,1419,BIOL,325
,1419,BIOL,342
,1419,EOSC,372
,1419,SCIE,300
,1419,ANAT,391
,1419,CHEM,341
,1419,HIST,325
,1419,EDCP,331
,1419,EDST,401
,1419,EDST,402
,1419,EDUC,315
,1419,EDUC,440
,1419,EDUC,450
,1419,EPSE,307
,1419,EPSE,308
,1419,LLED,350
,1419,LLED,353
,1419,EDCP,301
,1419,EDCP,308
,1419,EDCP,320
,1419,EDCP,340
,1419,EDCP,349
,1419,EDST,403
,1419,EDUC,321
,1419,EDUC,418
,1419,EDUC,451
,1419,EPSE,310
,1419,EPSE,311
,1419,LLED,351
,1419,LLED,352
,1419,EDUC,430
,1419,EDST,404
,1419,EDUC,452
,1419,EPSE,317
,1422,CPSC,313
,1422,CPSC,322
,1422,FNH,330
,1422,CPSC,304
,1422,CPSC,314
,1422,CPSC,320
,1422,EOSC,340
,1422,CPSC,310
,1422,CPSC,317
,1422,CPSC,415
,1422,CPSC,430
,1422,PHIL,310
,1422,CPSC,319
,1422,CPSC,404
,1422,CPSC,425
,1422,ENGL,301
,1422,LLED,459
,1422,GEOG,350
,1425,EECE,309
,1425,EECE,320
,1425,CPSC,304
,1425,EECE,315
,1425,EECE,353
,1425,EECE,381
,1425,EECE,450
,1425,ASIA,371
,1431,BIOL,363
,1431,ENGL,329
,1431,BIOL,300
,1431,BIOL,304
,1431,BIOL,334
,1431,BIOL,361
